0.000	0.000	0.000	0.000
0.003	0.000	0.000	0.000
0.013	0.000	0.000	0.000
0.028	0.000	0.000	0.000
0.035	0.000	0.000	0.000
0.030	0.001	0.000	0.000
0.016	0.002	0.000	0.000
0.005	0.003	0.000	0.000
0.004	0.005	0.000	0.000
0.009	0.006	0.000	0.000
0.013	0.006	0.000	0.000
0.011	0.005	0.000	0.000
0.007	0.004	0.000	0.000
0.005	0.005	0.000	0.000
0.007	0.006	0.000	0.000
0.009	0.007	0.000	0.000
0.008	0.007	0.000	0.000
0.006	0.007	0.000	0.000
0.005	0.008	0.000	0.000
0.006	0.008	0.000	0.000
0.007	0.008	0.000	0.000
0.007	0.007	0.000	0.000
0.006	0.006	0.000	0.000
0.005	0.004	0.000	0.000
0.006	0.004	0.000	0.000
0.008	0.004	0.000	0.000
0.010	0.004	0.000	0.000
0.011	0.006	0.000	0.000
0.010	0.008	0.000	0.000
0.009	0.011	0.000	0.000
0.012	0.013	0.000	0.000
0.014	0.014	0.000	0.000
0.014	0.015	0.000	0.000
0.012	0.017	0.000	0.000
0.009	0.018	0.000	0.000
0.008	0.016	0.000	0.000
0.009	0.010	0.000	0.000
0.011	0.003	0.000	0.000
0.011	0.000	0.000	0.000
0.011	0.002	0.000	0.000
0.010	0.006	0.000	0.000
0.011	0.009	0.000	0.000
0.011	0.009	0.000	0.000
0.011	0.008	0.000	0.000
0.010	0.008	0.000	0.000
0.010	0.010	0.000	0.000
0.011	0.013	0.000	0.000
0.012	0.015	0.000	0.000
0.013	0.016	0.000	0.000
0.013	0.014	0.000	0.000
0.014	0.012	0.000	0.000
0.015	0.011	0.000	0.000
0.016	0.009	0.000	0.000
0.015	0.009	0.000	0.000
0.014	0.010	0.000	0.000
0.014	0.011	0.000	0.000
0.014	0.011	0.000	0.000
0.015	0.011	0.000	0.000
0.015	0.011	0.000	0.000
0.015	0.013	0.000	0.000
0.015	0.013	0.000	0.000
0.015	0.011	0.000	0.000
0.013	0.010	0.000	0.000
0.012	0.012	0.000	0.000
0.011	0.016	0.000	0.000
0.013	0.020	0.000	0.000
0.015	0.021	0.000	0.000
0.014	0.025	0.000	0.000
0.011	0.033	0.000	0.000
0.009	0.044	0.000	0.000
0.009	0.049	0.000	0.000
0.011	0.043	0.000	0.000
0.013	0.035	0.000	0.000
0.014	0.040	0.000	0.000
0.014	0.056	0.000	0.000
0.012	0.067	0.000	0.000
0.011	0.056	0.000	0.000
0.011	0.032	0.000	0.000
0.011	0.014	0.000	0.000
0.011	0.013	0.000	0.000
0.010	0.021	0.000	0.000
0.011	0.024	0.000	0.000
0.012	0.019	0.000	0.000
0.013	0.011	0.000	0.000
0.012	0.012	0.000	0.000
0.009	0.017	0.000	0.000
0.007	0.021	0.000	0.000
0.009	0.018	0.000	0.000
0.013	0.013	0.000	0.000
0.014	0.012	0.000	0.000
0.011	0.016	0.000	0.000
0.007	0.019	0.000	0.000
0.006	0.019	0.000	0.000
0.008	0.014	0.000	0.000
0.009	0.011	0.000	0.000
0.008	0.010	0.000	0.000
0.006	0.013	0.000	0.000
0.005	0.014	0.000	0.000
0.006	0.013	0.000	0.000
0.007	0.011	0.000	0.000
0.007	0.010	0.070	0.000
0.005	0.010	0.219	0.000
0.004	0.011	0.383	0.000
0.006	0.011	0.480	0.000
0.009	0.012	0.488	0.000
0.012	0.014	0.457	0.000
0.012	0.014	0.454	0.000
0.010	0.013	0.493	0.000
0.007	0.010	0.538	0.000
0.005	0.008	0.553	0.000
0.006	0.006	0.549	0.000
0.008	0.005	0.556	0.000
0.009	0.005	0.583	0.000
0.008	0.005	0.614	0.000
0.006	0.006	0.628	0.000
0.005	0.007	0.630	0.000
0.006	0.006	0.636	0.000
0.007	0.005	0.655	0.000
0.006	0.003	0.674	0.000
0.005	0.002	0.681	0.000
0.005	0.003	0.676	0.000
0.006	0.003	0.672	0.000
0.009	0.004	0.673	0.000
0.012	0.004	0.676	0.000
0.014	0.004	0.675	0.000
0.013	0.004	0.669	0.000
0.010	0.005	0.663	0.000
0.005	0.006	0.660	0.000
0.003	0.006	0.658	0.000
0.003	0.007	0.654	0.000
0.004	0.007	0.647	0.000
0.004	0.006	0.641	0.000
0.004	0.005	0.637	0.000
0.005	0.004	0.634	0.000
0.006	0.003	0.631	0.000
0.007	0.003	0.626	0.000
0.007	0.002	0.621	0.000
0.006	0.001	0.617	0.000
0.005	0.001	0.614	0.000
0.005	0.001	0.610	0.000
0.005	0.003	0.605	0.000
0.006	0.005	0.601	0.000
0.007	0.006	0.598	0.000
0.007	0.006	0.596	0.000
0.007	0.007	0.594	0.000
0.006	0.009	0.591	0.000
