0.000	0.000	0.000	0.000
0.001	0.000	0.000	0.000
0.002	0.000	0.000	0.000
0.003	0.000	0.000	0.000
0.004	0.000	0.000	0.000
0.003	0.001	0.000	0.000
0.003	0.003	0.000	0.000
0.003	0.005	0.000	0.000
0.005	0.008	0.000	0.000
0.007	0.008	0.000	0.000
0.010	0.006	0.000	0.000
0.010	0.003	0.000	0.000
0.010	0.001	0.000	0.000
0.008	0.002	0.000	0.000
0.007	0.007	0.000	0.000
0.005	0.011	0.000	0.000
0.005	0.015	0.000	0.000
0.006	0.016	0.000	0.000
0.008	0.016	0.000	0.000
0.009	0.016	0.000	0.000
0.010	0.017	0.000	0.000
0.009	0.017	0.000	0.000
0.008	0.018	0.000	0.000
0.007	0.018	0.000	0.000
0.007	0.016	0.000	0.000
0.006	0.011	0.000	0.000
0.006	0.007	0.000	0.000
0.005	0.004	0.000	0.000
0.005	0.002	0.000	0.000
0.005	0.001	0.000	0.000
0.004	0.001	0.000	0.000
0.005	0.001	0.000	0.000
0.005	0.000	0.000	0.000
0.007	0.001	0.000	0.000
0.009	0.001	0.000	0.000
0.014	0.003	0.000	0.000
0.023	0.006	0.000	0.000
0.027	0.011	0.000	0.000
0.024	0.017	0.000	0.000
0.017	0.020	0.000	0.000
0.012	0.021	0.000	0.000
0.014	0.020	0.000	0.000
0.018	0.019	0.000	0.000
0.020	0.017	0.000	0.000
0.019	0.014	0.000	0.000
0.017	0.011	0.000	0.000
0.017	0.008	0.000	0.000
0.019	0.008	0.000	0.000
0.019	0.009	0.000	0.000
0.020	0.012	0.000	0.000
0.020	0.013	0.000	0.000
0.018	0.011	0.000	0.000
0.015	0.007	0.000	0.000
0.012	0.004	0.000	0.000
0.011	0.005	0.000	0.000
0.011	0.007	0.000	0.000
0.010	0.009	0.000	0.000
0.009	0.010	0.000	0.000
0.007	0.011	0.000	0.000
0.008	0.012	0.000	0.000
0.009	0.014	0.000	0.000
0.010	0.014	0.000	0.000
0.012	0.013	0.000	0.000
0.014	0.010	0.000	0.000
0.015	0.007	0.000	0.000
0.013	0.005	0.000	0.000
0.010	0.006	0.000	0.000
0.007	0.009	0.000	0.000
0.006	0.010	0.000	0.000
0.006	0.009	0.000	0.000
0.007	0.008	0.000	0.000
0.007	0.009	0.000	0.000
0.005	0.012	0.000	0.000
0.004	0.015	0.000	0.000
0.004	0.016	0.000	0.000
0.005	0.015	0.000	0.000
0.006	0.013	0.000	0.000
0.007	0.010	0.000	0.000
0.008	0.006	0.000	0.000
0.010	0.004	0.000	0.000
0.012	0.004	0.000	0.000
0.014	0.006	0.000	0.000
0.015	0.009	0.000	0.000
0.016	0.011	0.000	0.000
0.015	0.009	0.000	0.000
0.014	0.006	0.000	0.000
0.013	0.004	0.000	0.000
0.011	0.005	0.000	0.000
0.010	0.007	0.000	0.000
0.010	0.010	0.000	0.000
0.011	0.010	0.000	0.000
0.011	0.009	0.000	0.000
0.011	0.007	0.000	0.000
0.010	0.006	0.000	0.000
0.009	0.004	0.000	0.000
0.009	0.003	0.000	0.000
0.010	0.002	0.000	0.000
0.011	0.001	0.000	0.000
0.012	0.001	0.000	0.000
0.012	0.002	0.000	0.000
0.013	0.002	0.043	0.000
0.013	0.002	0.132	0.000
0.013	0.001	0.224	0.000
0.012	0.002	0.268	0.000
0.010	0.005	0.252	0.000
0.009	0.009	0.213	0.000
0.009	0.014	0.194	0.000
0.010	0.015	0.204	0.000
0.010	0.015	0.217	0.000
0.008	0.013	0.209	0.000
0.007	0.012	0.188	0.000
0.007	0.011	0.174	0.000
0.008	0.009	0.174	0.000
0.008	0.009	0.177	0.000
0.007	0.008	0.168	0.000
0.006	0.008	0.150	0.000
0.006	0.006	0.134	0.000
0.006	0.004	0.127	0.000
0.006	0.001	0.124	0.000
0.006	-0.000	0.117	0.000
0.005	0.000	0.107	0.000
0.005	0.001	0.099	0.000
0.005	0.001	0.096	0.000
0.005	0.001	0.095	0.000
0.005	0.002	0.093	0.000
0.005	0.003	0.090	0.000
0.005	0.004	0.087	0.000
0.005	0.003	0.087	0.000
0.005	0.002	0.088	0.000
0.005	0.001	0.089	0.000
0.005	0.001	0.091	0.000
0.004	0.002	0.095	0.000
0.005	0.002	0.105	0.000
0.005	0.002	0.119	0.000
0.005	0.001	0.136	0.000
0.005	0.001	0.155	0.000
0.005	0.002	0.176	0.000
0.004	0.002	0.200	0.000
0.004	0.002	0.226	0.000
0.004	0.002	0.254	0.000
0.005	0.002	0.284	0.000
0.005	0.003	0.314	0.000
0.006	0.003	0.345	0.000
0.006	0.003	0.374	0.000
0.006	0.004	0.402	0.000
0.006	0.005	0.430	0.000
0.006	0.007	0.456	0.000
0.006	0.008	0.483	0.000
0.006	0.007	0.510	0.000
0.006	0.007	0.539	0.000
0.005	0.007	0.569	0.000
0.005	0.009	0.596	0.000
0.006	0.011	0.621	0.000
0.007	0.012	0.642	0.000
0.008	0.013	0.662	0.000
0.008	0.015	0.682	0.000
0.007	0.019	0.702	0.000
0.007	0.024	0.722	0.000
0.007	0.029	0.743	0.000
0.008	0.029	0.762	0.000
0.009	0.025	0.776	0.000
0.009	0.021	0.786	0.000
0.009	0.019	0.793	0.000
0.009	0.020	0.798	0.000
0.010	0.019	0.802	0.000
0.010	0.017	0.805	0.000
0.009	0.017	0.808	0.000
0.009	0.020	0.809	0.000
0.008	0.025	0.810	0.000
0.008	0.030	0.810	0.000
0.007	0.031	0.809	0.000
0.007	0.029	0.808	0.000
0.007	0.025	0.808	0.000
0.007	0.022	0.808	0.000
0.007	0.020	0.809	0.000
0.008	0.019	0.811	0.000
0.008	0.017	0.813	0.000
0.009	0.014	0.816	0.000
0.009	0.010	0.819	0.000
0.009	0.008	0.821	0.000
0.009	0.009	0.823	0.000
0.009	0.012	0.823	0.000
0.009	0.011	0.820	0.000
0.009	0.008	0.818	0.000
0.009	0.004	0.815	0.000
0.008	0.002	0.814	0.000
0.008	0.002	0.812	0.000
0.008	0.003	0.810	0.000
0.008	0.004	0.808	0.000
0.007	0.005	0.805	0.000
0.006	0.008	0.802	0.000
0.006	0.010	0.799	0.000
0.007	0.011	0.793	0.000
0.008	0.010	0.785	0.000
0.009	0.008	0.775	0.000
0.009	0.008	0.765	0.000
0.008	0.008	0.755	0.000
0.007	0.009	0.744	0.000
0.006	0.009	0.735	0.000
0.005	0.009	0.727	0.000
0.005	0.010	0.721	0.000
0.005	0.012	0.715	0.000
0.006	0.012	0.709	0.000
0.008	0.011	0.700	0.000
0.009	0.012	0.691	0.000
0.010	0.016	0.681	0.000
0.010	0.021	0.671	0.000
0.010	0.024	0.661	0.000
0.010	0.025	0.650	0.000
0.010	0.023	0.640	0.000
0.009	0.022	0.631	0.000
0.009	0.023	0.625	0.000
0.008	0.025	0.622	0.000
0.008	0.024	0.620	0.000
0.009	0.022	0.620	0.000
0.011	0.018	0.621	0.000
0.013	0.016	0.622	0.000
0.013	0.016	0.623	0.000
0.013	0.020	0.622	0.000
0.012	0.022	0.620	0.000
0.011	0.021	0.617	0.000
0.010	0.016	0.614	0.000
0.009	0.010	0.611	0.000
0.006	0.006	0.609	0.000
0.004	0.007	0.607	0.000
0.004	0.008	0.606	0.000
0.004	0.007	0.605	0.000
0.005	0.006	0.606	0.000
0.005	0.005	0.607	0.000
0.004	0.007	0.608	0.000
0.004	0.009	0.609	0.000
0.004	0.012	0.608	0.000
0.004	0.015	0.608	0.000
0.004	0.016	0.607	0.000
0.003	0.015	0.605	0.000
0.003	0.013	0.600	0.000
0.003	0.011	0.593	0.000
0.004	0.010	0.585	0.000
0.004	0.009	0.577	0.000
0.003	0.008	0.571	0.000
0.003	0.007	0.566	0.000
0.003	0.007	0.562	0.000
0.003	0.008	0.560	0.000
0.003	0.009	0.557	0.000
0.003	0.008	0.556	0.000
0.003	0.007	0.555	0.000
0.003	0.005	0.553	0.000
0.003	0.003	0.552	0.000
0.003	0.003	0.551	0.000
0.003	0.003	0.551	0.000
0.002	0.003	0.552	0.000
0.002	0.003	0.555	0.000
0.002	0.003	0.560	0.000
0.002	0.003	0.567	0.000
0.002	0.004	0.576	0.000
0.002	0.005	0.585	0.000
0.002	0.005	0.595	0.000
0.003	0.006	0.605	0.000
0.002	0.006	0.615	0.000
0.002	0.005	0.625	0.000
0.002	0.004	0.635	0.000
0.002	0.003	0.644	0.000
0.002	0.003	0.653	0.000
0.002	0.003	0.663	0.000
0.002	0.003	0.674	0.000
0.002	0.004	0.685	0.000
0.002	0.004	0.695	0.000
0.002	0.003	0.704	0.000
0.002	0.002	0.710	0.000
0.002	0.002	0.715	0.000
0.002	0.002	0.719	0.000
0.003	0.002	0.721	0.000
0.006	0.002	0.721	0.000
0.007	0.004	0.719	0.000
0.006	0.009	0.718	0.000
0.005	0.019	0.717	0.000
0.004	0.030	0.717	0.000
0.005	0.036	0.714	0.000
0.006	0.035	0.709	0.000
0.007	0.030	0.700	0.000
0.007	0.027	0.691	0.000
0.006	0.028	0.684	0.000
0.006	0.029	0.678	0.000
0.007	0.026	0.671	0.000
0.007	0.021	0.661	0.000
0.007	0.016	0.648	0.000
0.013	0.015	0.636	0.000
0.024	0.015	0.623	0.000
0.042	0.013	0.608	0.000
0.081	0.011	0.588	0.000
0.159	0.011	0.561	0.000
0.308	0.012	0.531	0.000
0.554	0.012	0.505	0.000
0.886	0.008	0.485	0.000
1.259	0.004	0.470	0.000
1.653	0.001	0.457	0.000
2.043	0.004	0.444	0.000
2.437	0.012	0.432	0.000
2.848	0.020	0.418	0.000
3.256	0.023	0.405	0.000
3.629	0.020	0.391	0.000
3.914	0.013	0.376	0.000
4.099	0.008	0.363	0.000
4.212	0.009	0.351	0.000
4.288	0.011	0.341	0.000
